"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 28 13:50:03 UTC 2026","Sun Jun 28 13:50:03 UTC 2026","412","testcases.unit","test_auth_api","TestUserInfo","","","test_get_user_info_success","正常：获取用户信息"
"passed","Sun Jun 28 13:47:22 UTC 2026","Sun Jun 28 13:47:22 UTC 2026","310","testcases","test_member","TestMemberList","","","test_member_list_filter_rfm[\u91cd\u8981\u4ef7\u503c\u5ba2\u6237]","正常：按 RFM 等级筛选"
"passed","Sun Jun 28 13:47:24 UTC 2026","Sun Jun 28 13:47:24 UTC 2026","223","testcases","test_member","TestMemberList","","","test_member_list_filter_rfm[\u91cd\u8981\u633d\u7559\u5ba2\u6237]","正常：按 RFM 等级筛选"
"passed","Sun Jun 28 13:46:14 UTC 2026","Sun Jun 28 13:46:14 UTC 2026","225","testcases","test_cash","TestCart","","","test_add_to_cart_invalid_product","异常：加购不存在的商品"
"passed","Sun Jun 28 13:47:41 UTC 2026","Sun Jun 28 13:47:41 UTC 2026","248","testcases","test_member","TestCreateMember","","","test_create_member_xss_injection","安全：XSS 注入会员名"
"passed","Sun Jun 28 13:49:57 UTC 2026","Sun Jun 28 13:49:58 UTC 2026","752","testcases.unit","test_auth_api","TestAuthLogin","","","test_login_invalid_phone","异常：不存在的手机号"
"passed","Sun Jun 28 13:48:28 UTC 2026","Sun Jun 28 13:48:28 UTC 2026","209","testcases","test_product","TestBatchStock","","","test_compute_in_price_not_exist_product","异常：不存在的商品 ID"
"passed","Sun Jun 28 13:49:21 UTC 2026","Sun Jun 28 13:49:24 UTC 2026","3136","testcases","test_product","TestProductCRUD","","","test_create_and_verify_product","集成：新建商品 → 查询验证 → 入库 → 清理"
"passed","Sun Jun 28 13:46:38 UTC 2026","Sun Jun 28 13:46:38 UTC 2026","210","testcases","test_keyword_driven","TestMemberKeywords","","","test_get_default_tags","获取默认会员标签"
"passed","Sun Jun 28 13:47:31 UTC 2026","Sun Jun 28 13:47:31 UTC 2026","209","testcases","test_member","TestRfmLevel","","","test_get_rfm_level_list_success","正常：获取 RFM 等级列表"
"passed","Sun Jun 28 13:47:37 UTC 2026","Sun Jun 28 13:47:38 UTC 2026","232","testcases","test_member","TestCreateMember","","","test_create_member_success","正常：创建会员"
"passed","Sun Jun 28 13:47:54 UTC 2026","Sun Jun 28 13:47:54 UTC 2026","208","testcases","test_product","TestProductList","","","test_sku_pagination[limit=0]","边界：SKU 分页"
"passed","Sun Jun 28 13:46:50 UTC 2026","Sun Jun 28 13:46:50 UTC 2026","207","testcases","test_keyword_driven","TestProductKeywords","","","test_get_product_list","获取商品列表"
"passed","Sun Jun 28 13:46:24 UTC 2026","Sun Jun 28 13:46:24 UTC 2026","205","testcases","test_cash","TestMemberQuery","","","test_get_member_shopping_cards","正常：会员购物卡"
"passed","Sun Jun 28 13:46:04 UTC 2026","Sun Jun 28 13:46:04 UTC 2026","215","testcases","test_cash","TestCashCategory","","","test_get_cash_list[\u641c\u7d22\u6d4b\u8bd5]","正常：参数化多关键词搜索"
"passed","Sun Jun 28 13:46:23 UTC 2026","Sun Jun 28 13:46:23 UTC 2026","211","testcases","test_cash","TestMemberQuery","","","test_get_member_once_cards","正常：会员次卡"
"passed","Sun Jun 28 13:47:29 UTC 2026","Sun Jun 28 13:47:30 UTC 2026","223","testcases","test_member","TestMemberTags","","","test_add_shop_tag_success","正常：新增店铺标签"
"passed","Sun Jun 28 13:47:16 UTC 2026","Sun Jun 28 13:47:17 UTC 2026","510","testcases","test_member","TestMemberList","","","test_member_list_pagination[first_page]","边界：会员列表分页参数"
"passed","Sun Jun 28 13:47:39 UTC 2026","Sun Jun 28 13:47:39 UTC 2026","216","testcases","test_member","TestCreateMember","","","test_create_member_missing_phone","异常：缺少手机号"
"passed","Sun Jun 28 13:46:30 UTC 2026","Sun Jun 28 13:46:34 UTC 2026","3736","testcases","test_cash","TestFullOrderScenario","","","test_complete_cashier_order_flow","
        完整业务场景（11步）：
        新建商品 → 入库 → 重置购物车 → 搜索商品 → 加购 → 切换会员 →
        查看会员详情 → 获取支付方式 → 创建订单 → 打印小票 → 清理
        "
"passed","Sun Jun 28 13:47:52 UTC 2026","Sun Jun 28 13:47:52 UTC 2026","214","testcases","test_product","TestProductList","","","test_spu_pagination[limit=100\u6700\u5927]","边界：SPU 分页参数测试"
"passed","Sun Jun 28 13:46:53 UTC 2026","Sun Jun 28 13:47:00 UTC 2026","7597","testcases","test_keyword_driven","TestProductKeywordsIntegration","","","test_create_multiple_products","批量创建商品并入库"
"passed","Sun Jun 28 13:47:17 UTC 2026","Sun Jun 28 13:47:17 UTC 2026","224","testcases","test_member","TestMemberList","","","test_member_list_pagination[large_page]","边界：会员列表分页参数"
"passed","Sun Jun 28 13:48:29 UTC 2026","Sun Jun 28 13:48:32 UTC 2026","3454","testcases","test_product","TestBatchStock","","","test_batch_lot_stock_success","正常：批量入库（先创建商品再入库再清理）"
"passed","Sun Jun 28 13:47:25 UTC 2026","Sun Jun 28 13:47:25 UTC 2026","223","testcases","test_member","TestMemberList","","","test_member_list_filter_rfm[\u4e00\u822c\u53d1\u5c55\u5ba2\u6237]","正常：按 RFM 等级筛选"
"passed","Sun Jun 28 13:47:36 UTC 2026","Sun Jun 28 13:47:37 UTC 2026","412","testcases","test_member","TestBalanceLog","","","test_get_balance_log_success","正常：获取会员余额日志"
"passed","Sun Jun 28 13:46:47 UTC 2026","Sun Jun 28 13:46:50 UTC 2026","2378","testcases","test_keyword_driven","TestMemberKeywordsScenario","","","test_full_member_flow","
        完整会员管理流程（单个关键字实现）。

        用一个关键字调用替代 100+ 行代码:
        1. 获取品种列表
        2. 创建标签
        3. 创建带宠物和标签的会员
        4. 查询并验证
        5. 检查 RFM 等级
        "
"passed","Sun Jun 28 13:48:44 UTC 2026","Sun Jun 28 13:48:44 UTC 2026","291","testcases","test_product","TestFileSTS","","","test_get_file_sts_mode_field","验证：环境模式字段"
"passed","Sun Jun 28 13:47:55 UTC 2026","Sun Jun 28 13:47:55 UTC 2026","216","testcases","test_product","TestProductList","","","test_sku_pagination[limit=200]","边界：SKU 分页"
"passed","Sun Jun 28 13:46:18 UTC 2026","Sun Jun 28 13:46:18 UTC 2026","438","testcases","test_cash","TestPayAndOrder","","","test_build_order_empty_cart","异常：空购物车下单"
"passed","Sun Jun 28 13:47:23 UTC 2026","Sun Jun 28 13:47:23 UTC 2026","221","testcases","test_member","TestMemberList","","","test_member_list_filter_rfm[\u91cd\u8981\u4fdd\u6301\u5ba2\u6237]","正常：按 RFM 等级筛选"
"passed","Sun Jun 28 13:47:54 UTC 2026","Sun Jun 28 13:47:54 UTC 2026","215","testcases","test_product","TestProductList","","","test_sku_pagination[\u6b63\u5e38\u5206\u9875]","边界：SKU 分页"
"passed","Sun Jun 28 13:46:28 UTC 2026","Sun Jun 28 13:46:29 UTC 2026","1108","testcases","test_cash","TestCashierFlow","","","test_select_member_and_get_detail","集成：切换会员 → 查看会员详情 → 查看次卡/购物卡"
"passed","Sun Jun 28 13:48:44 UTC 2026","Sun Jun 28 13:48:45 UTC 2026","255","testcases","test_product","TestFileSTS","","","test_get_file_sts_invalid_token","异常：无效 token"
"passed","Sun Jun 28 13:49:36 UTC 2026","Sun Jun 28 13:49:54 UTC 2026","18275","testcases","test_product","TestComboProductScenario","","","test_full_combo_product_flow","完整场景：创建商品 → 入库 → STS凭证 → 创建组合商品 → 验证详情 → 编辑 → 清理"
"passed","Sun Jun 28 13:46:35 UTC 2026","Sun Jun 28 13:46:35 UTC 2026","436","testcases","test_keyword_driven","TestMemberKeywords","","","test_get_member_list","获取会员列表"
"passed","Sun Jun 28 13:46:21 UTC 2026","Sun Jun 28 13:46:21 UTC 2026","421","testcases","test_cash","TestMemberQuery","","","test_get_member_list_success","正常：获取会员列表"
"passed","Sun Jun 28 13:46:22 UTC 2026","Sun Jun 28 13:46:22 UTC 2026","245","testcases","test_cash","TestMemberQuery","","","test_get_member_detail_success","正常：获取会员详情"
"passed","Sun Jun 28 13:48:45 UTC 2026","Sun Jun 28 13:48:58 UTC 2026","12690","testcases","test_product","TestComboProduct","","","test_create_combo_product_success","正常：创建组合商品后清理"
"passed","Sun Jun 28 13:47:37 UTC 2026","Sun Jun 28 13:47:37 UTC 2026","227","testcases","test_member","TestBalanceLog","","","test_get_balance_log_with_action_filter","正常：按操作类型筛选余额日志"
"passed","Sun Jun 28 13:49:08 UTC 2026","Sun Jun 28 13:49:14 UTC 2026","5631","testcases","test_product","TestComboProduct","","","test_create_combo_xss_name","安全：组合商品名称 XSS"
"passed","Sun Jun 28 13:46:46 UTC 2026","Sun Jun 28 13:46:47 UTC 2026","432","testcases","test_keyword_driven","TestMemberKeywordsIntegration","","","test_create_member_with_tag","同时创建标签和会员"
"passed","Sun Jun 28 13:49:20 UTC 2026","Sun Jun 28 13:49:21 UTC 2026","224","testcases","test_product","TestBatchDelete","","","test_batch_delete_not_exist","异常：删除不存在的商品 ID"
"passed","Sun Jun 28 13:47:57 UTC 2026","Sun Jun 28 13:47:58 UTC 2026","608","testcases","test_product","TestProductDict","","","test_get_brand_list","正常：品牌列表"
"passed","Sun Jun 28 13:48:27 UTC 2026","Sun Jun 28 13:48:27 UTC 2026","209","testcases","test_product","TestBatchStock","","","test_compute_in_price_zero_number","边界：入库数量为0"
"passed","Sun Jun 28 13:47:20 UTC 2026","Sun Jun 28 13:47:21 UTC 2026","435","testcases","test_member","TestMemberList","","","test_member_list_order_by[\u6309\u6700\u540e\u6d88\u8d39\u65f6\u95f4]","正常：会员列表排序"
"passed","Sun Jun 28 13:48:01 UTC 2026","Sun Jun 28 13:48:01 UTC 2026","212","testcases","test_product","TestBarcode","","","test_get_by_barcode_special_chars","安全：特殊字符条码"
"passed","Sun Jun 28 13:48:36 UTC 2026","Sun Jun 28 13:48:39 UTC 2026","2878","testcases","test_product","TestBatchStock","","","test_compute_in_price_decimal_price","边界：小数价格精度"
"passed","Sun Jun 28 13:49:59 UTC 2026","Sun Jun 28 13:50:00 UTC 2026","769","testcases.unit","test_auth_api","TestAuthLogin","","","test_login_empty_password","异常：密码为空"
"passed","Sun Jun 28 13:48:33 UTC 2026","Sun Jun 28 13:48:33 UTC 2026","200","testcases","test_product","TestBatchStock","","","test_batch_lot_stock_empty_items","异常：空入库列表"
"passed","Sun Jun 28 13:47:53 UTC 2026","Sun Jun 28 13:47:53 UTC 2026","216","testcases","test_product","TestProductList","","","test_get_sku_list_success","正常：获取 SKU 列表"
"passed","Sun Jun 28 13:47:35 UTC 2026","Sun Jun 28 13:47:35 UTC 2026","204","testcases","test_member","TestMarketingActivity","","","test_get_marketing_activity_list_success","正常：获取营销活动列表"
"passed","Sun Jun 28 13:47:39 UTC 2026","Sun Jun 28 13:47:39 UTC 2026","233","testcases","test_member","TestCreateMember","","","test_create_member_empty_name","边界：空名称"
"passed","Sun Jun 28 13:47:13 UTC 2026","Sun Jun 28 13:47:13 UTC 2026","225","testcases","test_member","TestMemberList","","","test_search_member_special_keywords[XSS\u6ce8\u5165]","安全/边界：特殊字符搜索"
